,year,num_days_above_100
0,2024,0.0
1,2025,0.0
2,2026,0.0
3,2027,0.0
4,2028,0.0
5,2029,0.0
6,2030,0.0
7,2031,0.0
8,2032,0.0
9,2033,1.0
10,2034,0.0
11,2035,0.0
12,2036,0.0
13,2037,0.0
14,2038,0.0
15,2039,0.0
16,2040,0.0
17,2041,0.0
18,2042,1.0
19,2043,1.0
20,2044,0.0
21,2045,0.0
22,2046,0.0
23,2047,1.0
24,2048,1.0
25,2049,0.0
26,2050,0.0
27,2051,0.0
28,2052,1.0
29,2053,3.0
30,2054,3.0
31,2055,0.0
32,2056,1.0
33,2057,0.0
34,2058,0.0
35,2059,0.0
36,2060,1.0
37,2061,3.0
38,2062,0.0
39,2063,0.0
40,2064,0.0
41,2065,0.0
42,2066,0.0
43,2067,1.0
44,2068,2.0
45,2069,4.0
46,2070,1.0
47,2071,1.0
48,2072,3.0
49,2073,5.0
50,2074,0.0
51,2075,1.0
52,2076,1.0
53,2077,3.0
54,2078,8.0
55,2079,11.0
56,2080,10.0
